Principal Component 1,Principal Component 2,Position
-58.93806363926865,43.00709979951286,SG
90.54282243568764,11.7752027255761,SF
-547.8633913564212,-15.023732032825274,C
139.80203614234836,215.47753345160527,C
232.348556273947,-1.8628869409227597,SG
-256.194544181598,-107.37248124861343,PG
410.061952090922,8.34028826356927,SF
-439.7787507360757,14.258663910630446,SF
-383.919022235423,57.67712241936549,C
-315.3439350144162,6.864828798136067,SF
-515.986661209789,-21.0668142245445,SF
-394.8567534437865,1.6677744035308706,SF
-331.9363648120338,-26.447489384583037,SF
380.7694420061681,356.93187802443833,PF
-87.91742994224933,-94.34503294380579,PG
169.32606511491838,-141.93595818209383,SG
-236.49501320348315,97.95166242570282,C
-295.3171651118625,74.38873114852125,C
-422.2882349744756,-25.162166404248413,SG
-126.078179157455,-78.9373104850597,PG
-278.4899566362106,-59.23522126162491,PG
-443.0877050185495,-45.96596977286557,PG
-257.1891801630105,-7.0383568755683115,PF
-570.3333352792199,-27.671905714141786,PG
322.55341992322246,125.10286714617116,PF
-500.3905855685116,-49.41808062959165,PG
-89.49883159404988,129.84844893332553,C
-395.61419036091183,11.993994775455484,SF
-471.1053457391156,-20.502881025583896,SF
-114.1118733739927,24.798959617557685,SF
1472.7713314892508,164.47095002058484,PF
6.853573699502135,-153.20604013589235,PG
222.1072189407488,98.35277286992464,C
-144.7853799715685,53.17600397615848,C
-228.60688109428025,18.912888998277317,PF
428.3499999655428,-210.80568964968677,PG
-481.32767613215105,-3.388236129707856,SF
-566.5575245935629,-17.511335848479177,SF
-510.26965025791003,-12.140621794585725,SF
811.5639188000199,-91.85578993864662,PF
-263.99012536811966,-28.065360743239278,PG
153.17218955786245,56.634680459204205,SF
-169.04545150118395,234.39433804270766,PF
-247.38187391084057,174.7242414962114,PF
262.95382732238375,71.75057736031926,SF
-178.32442811566244,17.930270532787873,SF
-531.7685415218671,-31.253800127495182,PG
38.15692501415788,-49.44576747002286,PG
-422.38950101300844,-11.982539991549098,PG
-134.95306186782022,-63.72710291472263,PG
1000.4309304210054,-63.47048516068095,SG
152.1355790931375,349.2507011669901,C
-531.8892178012045,10.54999615522825,C
-83.8563526392906,-108.00987684068079,PG
584.5003927595882,-179.19798163072574,PG
-498.0691709591107,-9.976460177348333,SF
-276.4467207938974,26.91575461774964,SG
-98.9544276673405,-86.1384276247388,PG
-94.98151827006882,50.997293499108025,SF
52.14383582341884,4.6831526315941225,PF
283.3649303966888,211.81829580228197,SF
723.6332178894535,-193.49741655845128,PG
-491.60777303858,-38.61295560394722,PG
-451.0660255624221,48.53193005265035,SF
-400.466062203898,0.5090568332673122,SF
718.638658555708,323.5347253492921,C
-456.71139278958583,-47.437349536974736,PG
866.4004637111399,-266.03646307804377,SG
-500.05472506267023,-27.202238860030786,SG
-544.937851859309,-31.422252702422284,PG
-153.94913977959334,-68.04306986567164,SG
-156.244885454754,25.659012214143885,SF
761.1364377657964,-91.73151928277453,SG
-345.48378429897883,-58.992029881905125,PG
-450.8436128520868,40.879976244033344,PF
-273.2241174418315,64.91717788032557,PF
-499.47795240463944,-18.51870920079747,SG
-390.1849577573181,64.96170730044277,SF
-74.10470577491196,73.53006476193654,SF
-466.23292511097844,1.8054175803046668,SF
-387.7694964432151,27.007798287896172,SF
-224.77941439968697,-8.942232298823743,SG
1335.259839631257,218.26662400236881,PF
-560.1080531888101,-18.485669525072115,SF
632.9750479518949,200.79108487811072,SF
506.5337969410183,-39.42394395509402,SG
-453.1227523110729,-48.755023131072235,PG
-551.7302447003266,-29.17026434976896,PG
-500.6776974908435,-45.04420359308844,PG
-561.922965616324,-24.434729010361767,SG
-525.2396010035752,-43.5868576936573,PG
-551.6211465368083,-36.6173481993809,PG
-338.2589184513795,-61.532809093008915,PG
552.8904564727528,-55.25138999342393,SG
-56.54977176327145,25.862583221936355,SF
-438.66232521666404,19.333301860932508,PF
568.0722270555924,274.6021448914423,PF
-476.66103772398054,-20.18897926096401,PG
-428.3547021470281,-50.45464148684939,PG
-439.99865892400396,-49.65504042024526,PG
1071.5796060899947,240.44669219331,PF
-182.60824610406837,-24.008596132929966,SG
300.23612686600234,-24.202852077436354,SG
-13.239576563868127,-142.70721103685446,PG
-9.147482159087303,-0.22866426408781848,SF
-208.7749658439114,109.93051303293807,C
-294.0243523821644,-9.119627679638278,PG
-461.2032804402299,-17.92550425166703,PG
-428.32055849898114,-17.458027262407597,PG
12.472768577660759,24.91891503092507,SG
-176.32065943610638,7.7564819516301355,SG
-406.70606449214597,-9.101428711768254,PG
180.41578970568992,-7.983950671754787,SG
1342.4984411926835,-349.15224479715,PG
-440.9238504133001,23.910808492999166,PF
254.5255327437751,290.45667530647546,SF
208.35467523925115,-94.28548309981,SF
354.64037208203683,27.77642249874991,SF
1178.1712350933421,1.6111867759730565,SF
-531.6107414918451,-26.206360167739554,SF
-123.56244109092592,96.94123584203982,PF
-296.3273894005102,-65.05803661927129,PG
-323.3087714768551,43.689274447190826,SG
-438.2844280840049,33.65961164193338,C
-122.01270855108305,272.04089994791065,C
197.1032433422523,191.82593534460733,C
-240.0786099953944,52.7497084938736,SF
-150.95804399723517,50.97879084059197,SF
-384.9991874504477,-24.194735166114643,SG
208.87416567434525,271.5138517807439,PF
216.54338170452763,-130.9971982675067,SG
-42.28136968067463,-56.428970373456224,PG
-203.58106019150404,-31.12291471912698,PG
-434.19978447828356,-51.570016368483344,PG
-533.2392635455723,-8.542997046469551,SF
-305.10522417175895,98.87639258071165,C
-53.075692241836805,-37.77988937841577,SG
-22.021215842515062,-136.79880190150266,PG
114.12540540687849,317.62716040560196,C
978.0709095403869,-188.1852159695759,SF
-181.92717984031492,161.94669930939187,C
-276.1753586628585,-65.65668785870524,PG
1085.536147381245,-4.875637115995062,SF
192.5941619511965,148.06719252605546,SF
-553.9195548177661,-26.663087688920157,SG
-516.8219659056467,-10.20212914825154,C
917.1266046744705,-185.7123716591928,PG
1077.53784130116,-284.54261973299697,SG
215.91567972826726,-191.2884748730616,PG
-236.91996088750727,249.62979413673548,C
535.1183836424458,-236.54982020817704,PG
642.9547755846296,447.0663962567281,C
-510.9303315249192,-7.271236162945751,SF
-121.32987980736021,212.91887531689878,PF
-278.56961722079416,153.26180105339984,PF
-438.25975337208047,33.39332085911096,PF
1803.2174421821624,-386.91727903499316,SG
105.6056785714386,-28.780154066468835,SF
-334.4917079337993,-26.869254564235575,SF
-155.40209904499665,-28.17479464268425,SF
361.2069461691708,205.91657077839164,PF
107.72290870090592,51.090419817622845,C
-519.6894894760962,-29.845692281123128,PG
140.7289417523831,-107.35639302894111,SG
496.2573714981771,-329.51535404967854,PG
-343.93574798603083,-8.338421790754925,SF
317.5705407669757,-97.38417288528505,SG
-246.174747149341,-63.46012708026567,SG
-385.8922942626315,-9.759880761451914,SF
-378.36522953559745,1.2664713366794764,SF
-246.94851387557907,65.51538606641653,SF
987.585839087499,91.10258009067279,PF
-73.54250726664236,18.506787795389137,PF
-549.3597428951894,2.4139791445121475,C
1432.4486659295535,37.40916100482361,PF
302.1293329958495,79.4099252866849,SF
-272.85756276649556,-6.782666333555369,SG
-316.22807774085425,-71.22771691572241,PG
40.52547042199399,203.10673002062555,PF
347.48558169068167,206.261466768966,PF
152.40486743073382,214.6735666742179,PF
-124.02305607556292,106.99713563191646,PF
-409.8926812115915,-9.177323150622549,SG
1432.0262890762824,266.0639949633079,PF
-336.1271894678234,-51.41141403105268,PG
-368.58037708876293,-55.75638233299109,PG
252.13520080054218,277.8955950133026,C
-234.562297248729,100.08896147887975,C
-108.80199211403567,151.54284431943876,C
-113.86653590211051,-113.84644343735388,PG
-248.11233121242105,-82.34695794621558,PG
1403.3411537303764,-200.38404933790463,SG
323.00576047618836,244.81301506169837,PF
296.77917896558995,219.17399869632686,PF
880.9656247679551,75.99304659886941,PF
466.3469418431281,22.07834525976287,SF
-415.2541157012229,-39.475723847249874,PG
303.51155642184904,-43.96963793388872,SG
142.31278430056375,110.04181864569053,PF
-375.32105025094677,-6.008110582267946,PG
-375.32105025094677,-6.008110582267946,PG
838.5070527125409,-106.89836441654546,SF
-531.7304031237621,-18.048262628783924,SG
-409.6943308786073,11.5199683005089,SF
272.76078679861985,-138.89932551275328,PG
407.81641696872555,235.894722412161,C
158.23065318477563,31.23478926369244,SG
-325.02964820376525,-89.41492837971307,PG
-81.63564445691236,138.07440112739374,PF
117.27924303379541,140.71996202152786,C
347.81436211113225,446.2984864556517,C
152.18215514321912,81.24141784224699,PF
-241.5872274976373,-8.40500738771794,SG
214.867505130155,-179.40129776731845,PG
-11.821497486446447,-177.2858790233895,PG
-368.810492490667,-28.379243131732935,PG
-416.77110489220445,68.9154508836366,PF
-401.50939635140594,57.93292749269048,PF
-305.92348652337574,56.393275688573624,SF
-367.4606319727705,33.59030362519857,SF
-533.9623415030892,-3.4609502413752686,SF
-120.29977586151068,-86.6522584878517,PG
-217.5177660800165,0.5941081646262489,PF
-351.49677998821033,47.47166442763027,C
80.42303110221224,19.097195489139047,SG
-183.74519212314306,-65.67456045419192,PG
378.95485194016476,86.46261987188775,SF
391.88955628182794,-46.72375255096452,SF
-200.53769034609064,-49.06348287494225,SG
586.6898842148554,-148.71752405017912,SG
-40.73689824343046,91.25757903417447,C
1253.899150916895,-156.42859069479158,SF
-581.9299758578348,-25.777387699460014,SG
-122.17894945778573,359.3437480422268,PF
845.234828645156,-318.9948962415983,PG
441.95082026992884,8.329078933897144,SF
-312.84581639368395,-54.986606219446344,PG
-539.0531754429825,-21.230263892878057,SF
-156.06034550011304,170.93505604666433,C
-214.61945433969618,-72.51410227971829,PG
18.527982970771973,-96.36111042784269,SG
-122.98779152711631,71.20615593738604,SF
28.87238911215536,-87.39933198080476,PG
292.36989326946366,-145.5494255962501,PG
202.99963201884452,8.336639242844008,SG
-85.56808021932676,149.85153061114153,C
-192.57094528758097,120.8487567796221,C
768.6126306241216,-324.86521695562755,PG
-71.8158504870629,214.11332482628717,C
155.27468489647174,161.79528058130393,C
-52.267517233041644,118.46637252461251,C
289.56274424065634,438.5075413914917,C
65.60629254394189,12.971016393670197,SF
312.5625006955337,303.42159431007167,C
-318.71462130785767,-25.41340647262017,PG
-472.8271618516394,-13.383940270606164,PG
-441.38694724887023,-38.29326738922552,PG
1550.4569869480256,-79.18210453937763,SF
997.2495498056013,-18.188357960082758,SF
-563.9113781360603,-35.650442817228495,PG
-565.273210154888,-34.21106920602423,PG
-371.05743667951765,119.26688173317642,PF
67.69023220770589,50.29374911867296,SG
-461.4376641230215,-16.351148733986747,SF
556.2168567356713,285.3701587226723,C
-500.75693725103514,-44.930319936834586,PG
-324.77102908650556,-52.89028252119161,PG
670.7099893235951,168.11845862337395,PF
1012.473791807772,132.71563499501474,PF
-191.58814147466893,145.87478401128755,C
1295.6150183573982,-169.8245760098917,SG
968.2655468651727,-188.31823463523665,SG
838.6434520254035,-191.22213628499588,SF
-539.9316811564454,-30.869837471086328,PG
-563.5719516319297,-34.260354578748135,PG
-571.859231630142,-22.873212476703866,PG
290.61784634438584,-11.060605485329747,SF
-561.1239568845637,-31.135575993620353,SG
-97.85512649589305,100.11107314265185,PF
-48.44302222083991,-132.05551884978735,PG
-113.17870272675395,136.6977140261506,C
-28.472521185539108,-136.47123431242824,PG
-143.68768399518666,-115.92979252262275,PG
-480.2843384562069,-46.8051709841599,PG
-337.63734569194924,-17.120681904748835,SF
484.1469235580031,15.866334844410318,SF
-234.86622317893972,10.176277586249256,PG
639.5696695153823,-140.57560800411633,SG
-232.64169885697868,-12.572770360256131,SF
-235.10802374362385,-13.91711597060791,SF
478.4115572718928,45.528476778211896,SF
-510.22207310237513,0.09251936213783551,PF
-375.24992038273854,21.664912878988666,SF
894.4903663724853,-299.5048326019016,PG
-280.1723322498641,0.5413536533309689,SF
-309.0926589847057,55.52778771526799,PF
-215.67363579946948,114.70910199447725,PF
23.581609149515657,270.8896998459749,C
-578.3886953069771,-27.485940248564038,SF
-530.1688532204275,-5.335102975983837,PF
-99.84264013572289,197.98010746732717,C
239.11674182064542,-5.910623937011945,SF
-577.7570348017289,-28.42908420232789,PG
-579.2284472809296,-29.68601991509347,PG
-145.53770066378365,9.033259728149666,SF
-69.85101265178014,123.59386106050307,C
-82.483826487844,-86.52445202095764,PG
208.44228496759513,44.009876554418966,SG
1730.5271523956148,283.44257538993025,C
1231.1456979721634,186.9181719915041,SF
144.1567844680386,401.87800013779645,C
-90.78805000480105,85.64703772979824,PF
977.3913210145876,383.14848940638245,SF
-228.64208704645193,-91.74560058352907,PG
-235.714328769137,9.09538413830451,SG
-562.4883683690118,-25.390474172634015,PF
90.9695571348143,-31.64181180937898,SF
1056.5891340058765,-381.4593180357492,PG
1161.2202574675443,-83.56524770109978,PG
-570.1833599135206,-14.37136083263666,PF
-404.47566915361074,-56.41966283574354,PG
590.4272719741208,-270.42513822729944,PG
560.4469579698113,-95.51855688280088,SG
-133.9484580034781,140.843069150715,PF
-468.8621153452371,-5.031008017399927,SG
779.891250877702,-270.10355203929646,PG
50.08837860391941,-74.16147888802648,PG
1458.144822088364,402.3874205300662,PF
634.9047149974848,-286.9436084326352,PG
-541.2170868400071,-7.572259719132276,SF
420.1821386304248,3.711792939591035,PF
-455.19262100501646,-31.372015885614253,SG
-167.4951170036909,101.34277233586855,PF
195.43389447195284,-29.094894683116404,SF
-167.07612134671905,-1.9943418360647023,SF
-232.98947242936072,-53.36443092705097,SF
-276.4179021411572,125.4804133969101,C
455.14368208281564,-64.50234214101174,SG
-576.4563429105947,-31.646574416207812,SG
1581.4968653820742,-64.09687884522582,SG
-326.2512735740921,-15.113554668015924,SF
-540.2990180958195,-20.83758878956536,SF
-381.45174014257304,-20.53986731965172,SF
-188.24604357788093,-59.934538599323574,SG
423.4242681506264,-222.8202818094415,PG
-550.9159877937824,13.072198444996033,C
-198.16589832186293,-76.79339450127338,PG
-572.0708375512904,-20.719409232049088,SF
302.0090630222551,408.6832681494752,PF
-48.14345584122509,-7.671026713081432,SF
-479.38875294949446,-15.354742963420154,SG
-164.25419120193806,-18.58013431015335,SF
-455.0661676547101,-44.21489292668626,PG
-478.25474984812615,-50.45307270894224,PG
-377.67044054219446,-29.854164920751426,PG
-466.3141014662056,-30.599853508497482,PG
-506.8558364277158,-25.51814899821836,PG
419.7943539485083,136.75452139156204,PF
1523.9246756201896,-184.50928165243687,SF
-308.560998721304,-60.55256953983258,PG
-502.28971124708903,-41.97813387065505,PG
-401.7707694586086,-44.83825542179942,PG
566.896358285952,275.6996084836618,C
-482.2877746990277,46.19626292380475,C
-56.67742309467155,-101.75662243169708,PG
420.5099748175687,-96.86167653806726,SG
660.2247560568943,27.823013042437047,SF
57.695864078999875,30.53681798344219,SF
-440.57601036521237,1.7408765258826797,PF
-571.0180114836033,-24.802150931424013,C
-249.6117316322903,-1.9586744126460687,SG
-428.10810064597695,-63.88945425243142,PG
-279.8752724664718,54.82627362472455,C
-45.473165471898824,279.1867099393262,PF
139.52236149763473,-47.02248389183151,SG
118.26928402788474,194.74530638274274,PF
-420.8764625288966,51.38721084523276,C
9.204415412613457,120.98387082755842,SG
-232.94531176906833,31.739473164964906,PF
606.975451676473,229.97999536660797,PF
1037.401847345484,-200.49828634382527,SG
1409.691786448564,-326.2027242587501,SG
1268.256371168312,281.1288763240421,C
-271.50910736676815,-64.41076327880694,PG
436.4482304523914,-171.41654402136572,PG
521.5123113464371,-58.823212370780965,SG
315.8465742901865,84.00951596474164,SF
5.756694915260482,-120.50265601918943,PG
-420.9296233405101,-44.395574856261675,PG
-485.4402192447203,-37.02114849931197,PG
-530.9888987232939,-33.638230307119905,PG
573.3739147516902,234.18783739611172,SF
-531.7519935685407,-18.042120364222708,SG
264.69092138495716,-67.17354308133807,SG
1232.4592624130555,80.14491128220139,PF
-141.21855650643948,-112.32816187182868,SG
1095.3352153970468,215.18611423261444,PF
-212.9802883640968,73.68453072638813,PF
311.610318096201,224.88030365305696,C
359.6047527911784,226.879773464996,PF
406.8329266080982,-283.84196876997106,PG
-378.7450205617076,-58.83332447505801,PG
-28.04582686695801,-115.10080101878587,PG
-506.0778507977511,-3.8008145011884693,SF
-519.7852773973331,-8.33264347005331,SF
-135.29422052311202,120.67850758085221,PF
-271.8845009274045,62.71910616584296,PF
-458.9092165879856,31.69557771760848,SF
116.22432980219412,-130.48805591872247,PG
77.1086044038035,240.82774313851894,PF
491.47962721812144,-97.3964943886719,SG
-169.88542085044003,-41.98691726010584,PG
-201.36352084291792,-73.31868011289956,SG
22.689526755019074,-24.076442888338203,SF
-101.96999792020262,129.907448483677,C
459.49227668879564,-14.598789235981798,SG
-438.83462776750764,-52.430850844315046,PG
117.41214487079117,-179.35440781901394,PG
-49.18885176470246,157.25243667746304,PF
-205.5984514418609,13.241953383758933,SG
-375.63314295458406,5.2655961998022285,SF
-525.9518211834823,-13.220651152004047,SF
-445.1808207873761,-7.777637619017376,SF
110.16899578495008,161.33056382884035,C
-321.36495655007303,-28.17240324644312,SG
-139.8735431278048,-90.98764321578841,PG
651.4751267443625,48.92299608458421,SF
-452.436567166802,18.293202640685706,SF
-286.9291350879611,6.533614287321697,SG
-109.4281130374847,116.12577574997168,C
633.8930798117595,114.71461127012243,SF
-234.3778099144585,8.351380155145833,SF
-250.31205083349403,70.97432363057726,PF
-381.8854476082404,-50.89293476995433,PG
133.11631408410153,225.02308560335217,PF
28.144113957575996,-65.09372126386756,PG
-472.82429746154025,-35.73678186582124,SG
-374.0236355762207,89.24326390663907,C
-87.17033596893322,105.0930981467054,C
-30.266332112995883,-14.69145996362933,SF
-554.6255934349734,-23.676772990073403,SG
-71.1402256574471,-17.278517707608582,SF
-144.5152662509892,-98.60261953494413,PG
-323.01548473910026,-1.9975830011846583,PF
519.7599273591019,181.83361347434192,PF
62.00756617125717,97.62022019624023,PF
-137.74712616713123,57.94954992856435,PF
-426.4368408819171,-57.9101319698006,PG
-248.2268716428573,-2.5984236881807234,SF
-338.1150457604628,-23.158052770557795,SG
1427.6436867773182,162.97205960560132,PF
105.98474510057235,-173.64656263075995,PG
546.5209256376567,180.1489033978795,C
-479.9371148861639,-9.67845590929197,SF
232.53777976793333,-204.3138890029466,PG
-219.6136699675592,26.546738640021545,PF
-386.63099663167765,-13.184338484629322,PF
-428.4821663969769,13.467254622494075,PF
940.0785231996562,-92.98277482669678,SF
-211.33711270432997,-43.05544179629522,SG
111.73128108101707,87.56942760417823,SF
-458.76707243750576,46.77004787774405,PF
-493.99400650614325,-32.12145134648281,PG
727.1413362682821,-112.78168455716275,SG
-409.31167683132946,-18.650993504621173,SG
-469.11964647407314,-23.3021674807898,SG
-535.6915190056985,-21.61271217428998,SG
-342.4701859545642,-66.47992761037982,PG
-519.5546104975908,-42.99365745392038,PG
-418.4150597284057,-49.750180650696564,PG
466.8574926410573,-185.24797032832163,PG
21.092773859062618,71.84019400321046,SG
-56.60466626121968,-99.23466278209203,PG
-77.47994738079592,63.527644631510114,PF
-204.14241692964907,58.83946575076736,PF
830.5500553933351,-275.151471086926,PG
-182.69010848009617,-120.03181016199883,PG
-368.15465867344557,72.66004272675342,SF
1005.1415990633844,324.82270356976596,C
606.9723427233049,-253.52848839377714,PG
-389.13588239601137,-48.47184162704369,PG
-315.2919561108087,-68.49842696629153,PG
-73.74526579819201,-76.2610542202548,SG
-509.5544117579522,108.66047832230292,PF
-204.61774404700986,-35.70829986777771,SF
536.1861978416324,-109.50818329313634,SG
-49.13719370554304,-95.31399295491167,PG
-530.809042469956,-0.2949603079381973,PF
789.2633354453584,222.04079577545173,PF
-549.3465790701259,-13.578095921341902,SG
-416.58120809118486,48.8227913220787,SF
79.54807080021806,64.13995882647896,SF
-425.45237271788307,3.7117370953370212,SF
-195.06350209575436,197.81168750909433,PF
-396.1646603122116,-42.716000408235274,SG
946.7661328349003,75.94244849490354,PF
-547.7591858752529,-17.92182247149959,PF
-584.830317984794,-27.5819564730962,SF
482.34597773423195,282.50214337096264,PF
400.1984630111356,-93.24338512327103,SG
-433.2453229382795,-50.7309507334719,PG
-423.3265297477568,-12.447566129675412,SG
-547.2939650995962,-38.465244120340024,PG
-569.2453198040703,-31.18789564069955,PG
-573.5481323334668,-33.541223031174624,PG
-449.20517102292723,-51.821306329161075,PG
-455.66877603959654,-50.20749316883041,PG
926.141854269409,-142.54749318755273,SG
-91.40304684504565,30.011872287324017,SF
534.8782397432666,256.2273229169321,C
-253.0117483975353,-97.28579372103215,PG
1202.6331362303922,309.46517131001394,PF
-347.5155942903297,-13.306663482834248,PG
-339.2629786322986,-51.9238702182129,PG
99.30360864658837,4.598144403440571,SF
216.45446206641327,-206.92438530446486,PG
-72.00750800748517,-25.779236137068246,SF
356.3658089578404,-9.113279360589036,SG
-26.27354431997162,454.97629039460367,C
-275.23559617169224,6.58478816262415,SG
-283.84762128722963,-23.67364265587723,SG
-582.9092697162986,-28.004756609209,SG
1559.5424084800443,-276.67308339844305,PG
-434.3515252109376,-19.872453658196015,SF
286.5118151140499,278.325274470768,SF
274.20714441585994,-37.99442303026137,SF
725.2126560215962,-65.14865728938678,SF
1171.2025559395938,-13.844015095602355,SF
1409.1758291893793,-136.16295832219055,SF
-324.8104079058395,117.41040497781488,PF
-33.202108365274626,-103.06592006921348,PG
-273.5168157526711,48.27061470692799,SG
-365.1026688004853,11.27485064706272,PF
-97.98571770734253,335.2029377743594,C
-72.62128544803784,104.51594104709436,C
-494.8026766503337,-48.142647727409496,PG
-519.8881083134868,-44.17490340331629,PG
-570.4140713745061,-30.23154600078933,PG
-65.24833884047314,-27.246346376095495,SG
193.65583496903344,289.74247156272185,PF
185.15593267452255,-169.8665711736295,PG
16.54596541335991,-85.0287789477768,PG
-124.25779085034571,113.17140806342992,C
605.7830619774967,-122.63683935981474,SG
-415.7989154082614,38.01760529223566,PF
-281.7551666602332,-80.35298034654751,PG
946.3840457889879,-108.88846938362758,SF
818.6755472800666,-84.43497119384187,SF
-576.9517169088107,-27.897694435864075,SF
-584.2630756711914,-27.52464860212717,SF
151.39057268064778,56.802557768274085,SF
76.17650830925277,511.1204948289724,C
-37.109508858178515,-21.570072389504887,SG
370.5800750931123,174.57073007403977,PF
580.9714770413583,-95.00797157418104,PG
137.99810912340297,-164.27852778734956,PG
523.6386693553858,-283.5877928010038,PG
-544.518802116212,-9.137286432481101,C
390.3188876985912,-141.17446066085725,SG
-388.23133809831256,-38.32396397601418,PG
-584.7361835596689,-20.006181922933038,SG
-266.1936353196138,118.61102385913138,C
-210.0847287064538,79.91834594456667,SF
303.19857268274995,492.02987728723843,PF
1383.2650712624059,-285.5905280811016,SG
798.060174399412,-40.58629554515153,SF
293.8168201703935,214.84579009663463,C
-543.8619425949039,-7.766985561018025,SF
285.17873963387,5.396254053943611,C
-553.5070138697997,-32.998911738129436,PG
-243.9694627931945,-80.78622111126222,PG
-48.14488141452091,-118.89186596109843,SG
-81.52456710227455,-116.84934385063296,SG
-562.1197927776263,-28.306447925043827,SG
534.0557341927152,-345.51026084537364,PG
-463.7958517724426,14.200221142578151,C
-184.20935331713275,7.246576602444186,SF
231.01652402594834,-79.30642859504249,SF
-53.256718812513554,-52.1937230666239,SG
-528.7195588226975,-21.01778386111664,SF
-438.7131457793073,14.046904116389818,SF
-529.4699117562413,-6.105645452495235,SF
734.6492733741344,37.105024494362155,PF
1656.5591913830417,118.09116265397354,PF
-311.8194478430212,81.49869649677606,C
1074.5731307621868,199.9363515858965,PF
61.12923690669311,205.90319812900356,C
464.4773926340075,-64.66429652830521,SF
631.1767025100825,-242.39307943415326,PG
114.98311841706425,188.2397156368794,PF
223.30440598841187,259.88647629429744,C
256.59493668373204,-49.68065183337877,SG
1510.481724107231,279.2788449011453,PF
-548.729475700534,-30.826845034634466,PG
125.56999672672407,258.00362289304604,PF
-581.4626568131342,-30.765039131499993,PG
983.4625259393746,-89.60186240308785,SG
-399.96232205729507,1.6606609013435651,SF
-413.073668929879,-2.6772066228939195,SF
173.88678481348086,254.67334753599226,PF
-40.37921634292718,107.10492419453676,PF
825.7405975788325,115.9447494337979,SF
659.3991947945646,56.749935051240215,SF
-536.7234527784789,-23.99743465465519,SG
698.821380675682,-50.79688505316179,SG
-62.901048782115595,-18.466038670705867,SG
166.22293979848632,-58.59467973832733,SG
253.84910606786048,80.12809242587227,PF
1000.1921686098505,-164.64519447122484,SF
-66.05490730295321,70.37773432993936,PF
-523.3260203514907,-7.836663503800093,SF
522.1456425980576,-156.90840301239524,PG
-79.09561405123361,146.60984547432167,C
-495.639302837637,33.392039019214245,PF
-38.13059887059114,-8.994858353996179,SG
-19.64534859871287,153.24869683143953,PF
418.8050016745093,12.342961682548776,SF
-583.5015240074207,-23.46298681287312,SG
119.14475998486284,249.79339623536737,C
70.49790454000629,-11.378525605558748,SF
-428.1557767964449,1.606641920952729,SF
236.76087137108414,-187.06311733189165,PG
-184.38119904174357,-6.97270968126303,PF
117.1286747512712,172.29835967608938,C
-575.139366583094,-22.577547558529528,SF
-243.30324507143274,-95.58950553027307,PG
536.7426454011503,76.5300759469127,PF
350.8815321091315,-14.766180729567127,SF
-73.93196751800474,-72.3378604869407,SG
930.6857597995364,-161.68696545240164,SG
46.471500559282504,129.814998138428,C
1380.0690622701527,-127.60535623387615,SF
-583.4699495571663,-27.521331316712647,PG
-213.56116820447045,181.51978041396507,SF
740.0692716555678,-287.8149263791212,PG
-469.23567378488985,-24.993857793203567,PG
-553.6539736415223,-6.283970034833704,PF
-560.6942040571763,-13.624132927465745,PF
708.3317754413569,-172.45627582327603,SG
109.91884777053247,18.717861142160494,SF
-362.89639243811257,-49.6184446740607,PG
353.7996123430746,-170.10967099090385,PG
-112.13541923414834,-122.85552824752257,PG
263.79389805383414,61.05250285996566,SG
826.364992401223,-319.4049333339735,PG
-42.115086713317055,275.89482221089406,C
599.430356019457,217.9511767115432,PF
-277.4144610384713,49.308356914396356,PF
330.5194934353327,287.32937469786225,PF
110.3794773783685,1.8324638178604928,SF
468.19692255484927,302.3776957976651,C
906.6257084046216,-52.40139400067419,SF
328.4450972001762,-3.628513402533887,SF
-437.9068619927428,52.69978553678568,PF
-536.4308563058596,-2.203141690225994,PF
-499.8727384446842,21.316306950013207,PF
-463.57682353976895,35.06901302409166,PF
-288.2132044921227,0.6314114537969431,SG
562.0897035324464,315.64558082270673,C
-518.6902538702446,-49.43732480436976,PG
-156.57761140776688,-64.38419731369714,PG
-165.73751575193194,-62.428541101272664,PG
151.9526277955987,106.5603010363263,SF
845.5437405213094,157.88903624320608,PF
-20.669787344020165,180.81463316122284,C
1264.3144301736638,-200.20336691851844,SG
-538.1271866876474,-13.12348199392037,PG
888.0052446085098,-183.4764494678575,SG
-233.95431411839337,-51.91640951640705,SG
-485.2995781895136,-42.04803406458003,PG
61.32068994163558,-85.11639576857998,SG
-511.3490675053536,-38.49512061504781,PG
-8.095770741101205,-17.013762316060443,SF
-502.3985182345016,-3.601538841368221,PF
-345.17411257656534,-25.57893476766147,SG
494.85744389695435,101.14967019137251,C
-50.5887669782727,157.55702528895284,PF
-307.6869910672036,-114.87922892603078,PG
-408.48172022096355,36.652884182237,PF
396.92818162447134,-200.31492157445746,PG
-439.1922038511389,-21.49168950642857,SG
631.6215001275242,71.18577994534333,PF
82.49669154856974,40.42523508138902,PG
584.9784828792862,-99.54181659810023,SG
104.42781460564106,-69.86483364556693,SG
-114.94882204874989,-55.940774519094916,SG
-246.57441781433994,9.113349360488797,SF
-485.3539938307929,27.09492880861113,PF
443.8557710771271,114.38214904052352,SF
-555.5144807360984,-29.865852050745897,PG
-432.63755369281284,38.47509671858643,SF
-590.8379069405089,-27.217807542450203,SG
-531.9359684313448,1.82119041774925,PF
1043.3829953558893,-380.5940015470524,PG
-328.5369135508834,-28.665145543931388,PG
-338.5965838300306,-26.690963114912666,PG
